date, pm25, o3
2016/10/2, 809, 500
2016/10/3, 999, 500
2016/10/4, 953, 500
2016/10/5, 983, 500
2016/10/6, 988, 500
2016/10/7, 999, 500
2016/10/8, 953, 500
2016/10/9, 951, 500
2016/10/10, 915, 475
2016/10/11, 973, 500
2016/10/12, 970, 500
2016/10/13, 949, 500
2016/10/14, 931, 500
2016/10/15, 989, 500
2016/10/16, 999, 500
2016/10/17, 999, 500
2016/10/18, 999, 500
2016/10/19, 999, 500
2016/10/20, 988, 500
2016/10/21, 906, 500
2016/10/22, 879, 500
2016/10/23, 959, 500
2016/10/24, 979, 500
2016/10/25, 947, 
2016/10/26, 943, 
2016/10/27, 889, 500
2016/10/28, 881, 500
2016/10/29, 969, 500
2016/10/30, 999, 500
2016/10/31, 946, 500
2016/11/1, 972, 500
2016/11/2, 999, 500
2016/11/3, 959, 500
2016/11/4, 927, 500
2016/11/5, 999, 
2016/11/6, 999, 500
2016/11/7, 964, 500
2016/11/8, 965, 500
2016/11/9, 999, 500
2016/11/10, 969, 
2016/11/11, 999, 
2016/11/12, 939, 
2016/11/13, 999, 500
2016/11/14, 999, 
2016/11/15, 974, 500
2016/11/16, 999, 500
2016/11/17, 999, 500
2016/11/18, 999, 500
2016/11/19, 943, 500
2016/11/20, 915, 500
2016/11/21, 999, 500
2016/11/22, 999, 500
2016/11/23, 999, 500
2016/11/24, 999, 500
2016/11/25, 999, 500
2016/11/26, 967, 500
2016/11/27, 999, 500
2016/11/28, 999, 500
2016/11/29, 999, 500
2016/11/30, 976, 500
2016/12/1, 999, 500
2016/12/2, 999, 500
2016/12/3, 999, 500
2016/12/4, 999, 500
2016/12/5, 999, 500
2016/12/6, 997, 500
2016/12/7, 999, 500
2016/12/8, 999, 500
2016/12/9, 999, 500
2016/12/10, 999, 500
2016/12/11, 999, 500
2016/12/12, 967, 500
2016/12/13, 999, 500
2016/12/14, 999, 500
2016/12/15, 983, 500
2016/12/16, 999, 500
2016/12/17, 946, 500
2016/12/18, 999, 500
2016/12/19, 999, 500
2016/12/20, 999, 500
2016/12/21, 999, 500
2016/12/22, 999, 500
2016/12/23, 999, 500
2016/12/24, 999, 500
2016/12/25, 999, 500
2016/12/26, 999, 500
2016/12/27, 999, 500
2016/12/28, 999, 500
2016/12/29, 999, 500
2016/12/30, 988, 500
2016/12/31, 999, 500
2017/1/1, 999, 500
2016/7/1, 929, 500
2016/7/2, 997, 500
2016/7/3, 956, 500
2016/7/4, 999, 500
2016/7/5, 837, 500
2016/7/6, 999, 500
2016/7/7, 999, 500
2016/7/8, 974, 500
2016/7/9, 860, 500
2016/7/10, 935, 500
2016/7/11, 749, 500
2016/7/12, 832, 500
2016/7/13, 813, 500
2016/7/14, 952, 500
2016/7/15, 999, 500
2016/7/16, 999, 500
2016/7/17, 967, 500
2016/7/18, 999, 500
2016/7/19, 907, 500
2016/7/20, 958, 500
2016/7/21, 999, 500
2016/7/22, 999, 500
2016/7/23, 978, 500
2016/7/24, 955, 500
2016/7/25, 994, 500
2016/7/26, 938, 500
2016/7/27, 999, 500
2016/7/28, 999, 500
2016/7/29, 999, 500
2016/7/30, 999, 500
2016/7/31, 956, 500
2016/8/1, 986, 500
2016/8/2, 962, 500
2016/8/3, 999, 500
2016/8/4, 863, 500
2016/8/5, 993, 500
2016/8/6, 969, 500
2016/8/7, 954, 500
2016/8/8, 956, 500
2016/8/9, 999, 500
2016/8/10, 952, 500
2016/8/11, 999, 500
2016/8/12, 942, 500
2016/8/13, 999, 500
2016/8/14, 990, 500
2016/8/15, 903, 500
2016/8/16, 999, 500
2016/8/17, 854, 500
2016/8/18, 886, 500
2016/8/19, 980, 500
2016/8/20, 935, 500
2016/8/21, 985, 500
2016/8/22, 774, 500
2016/8/23, 839, 500
2016/8/24, 999, 500
2016/8/25, 999, 500
2016/8/26, 999, 500
2016/8/27, 999, 500
2016/8/28, 846, 500
2016/8/29, 931, 500
2016/8/30, 857, 500
2016/8/31, 994, 500
2016/9/1, 999, 500
2016/9/2, 881, 500
2016/9/3, 931, 500
2016/9/4, 926, 500
2016/9/5, 843, 500
2016/9/6, 945, 500
2016/9/7, 997, 500
2016/9/8, 999, 500
2016/9/9, 999, 500
2016/9/10, 999, 500
2016/9/11, 841, 500
2016/9/12, 808, 500
2016/9/13, 947, 500
2016/9/14, 985, 500
2016/9/15, 794, 500
2016/9/16, 841, 500
2016/9/17, 888, 500
2016/9/18, 956, 500
2016/9/19, 902, 500
2016/9/20, 902, 500
2016/9/21, 994, 500
2016/9/22, 982, 500
2016/9/23, 999, 500
2016/9/24, 814, 500
2016/9/25, 970, 500
2016/9/26, 818, 500
2016/9/27, 976, 500
2016/9/28, 979, 500
2016/9/29, 991, 500
2016/9/30, 833, 500
2016/4/1, 995, 500
2016/4/2, 992, 500
2016/4/3, 935, 500
2016/4/4, 990, 500
2016/4/5, 999, 500
2016/4/6, 897, 500
2016/4/7, 999, 500
2016/4/8, 964, 500
2016/4/9, 971, 
2016/4/10, 999, 500
2016/4/11, 999, 500
2016/4/12, 999, 500
2016/4/13, 991, 500
2016/4/14, 960, 500
2016/4/15, 999, 500
2016/4/16, 999, 500
2016/4/17, 987, 500
2016/4/18, 999, 500
2016/4/19, 947, 500
2016/4/20, 962, 500
2016/4/21, 980, 500
2016/4/22, 999, 500
2016/4/23, 978, 500
2016/4/24, 954, 500
2016/4/25, 999, 500
2016/4/26, 999, 500
2016/4/27, 897, 500
2016/4/28, 992, 500
2016/4/29, 994, 500
2016/4/30, 997, 500
2016/5/1, 874, 500
2016/5/2, 824, 500
2016/5/3, 797, 500
2016/5/4, 764, 500
2016/5/5, 641, 500
2016/5/6, 890, 500
2016/5/7, 771, 500
2016/5/8, 874, 500
2016/5/9, 999, 500
2016/5/10, 920, 500
2016/5/11, 948, 500
2016/5/12, 999, 500
2016/5/13, 974, 500
2016/5/14, 942, 500
2016/5/15, 805, 500
2016/5/16, 760, 500
2016/5/17, 997, 500
2016/5/18, 944, 500
2016/5/19, 923, 500
2016/5/20, 917, 500
2016/5/21, 999, 500
2016/5/22, 932, 500
2016/5/23, 986, 500
2016/5/24, 978, 500
2016/5/25, 999, 500
2016/5/26, 999, 500
2016/5/27, 999, 500
2016/5/28, 999, 500
2016/5/29, 969, 500
2016/5/30, 609, 500
2016/5/31, 976, 500
2016/6/1, 999, 500
2016/6/2, 991, 500
2016/6/3, 981, 500
2016/6/4, 993, 500
2016/6/5, 806, 500
2016/6/6, 863, 500
2016/6/7, 967, 500
2016/6/8, 819, 500
2016/6/9, 817, 500
2016/6/10, 866, 500
2016/6/11, 999, 500
2016/6/12, 983, 500
2016/6/13, 663, 500
2016/6/14, 789, 500
2016/6/15, 999, 500
2016/6/16, 999, 500
2016/6/17, 894, 500
2016/6/18, 951, 500
2016/6/19, 957, 500
2016/6/20, 776, 500
2016/6/22, 999, 500
2016/6/23, 979, 500
2016/6/24, 999, 500
2016/6/25, 999, 500
2016/6/26, 957, 500
2016/6/27, 975, 500
2016/6/28, 822, 500
2016/6/29, 960, 500
2016/6/30, 944, 500
2016/1/4, 999, 500
2016/1/5, 999, 500
2016/1/6, 999, 500
2016/1/7, 999, 500
2016/1/8, 999, 500
2016/1/9, 999, 500
2016/1/10, 999, 500
2016/1/11, 999, 483
2016/1/12, 999, 500
2016/1/13, 999, 500
2016/1/14, 999, 500
2016/1/15, 999, 500
2016/1/16, 999, 500
2016/1/17, 999, 500
2016/1/18, 999, 500
2016/1/19, 999, 500
2016/1/20, 999, 500
2016/1/21, 999, 500
2016/1/22, 999, 500
2016/1/23, 970, 500
2016/1/24, 999, 500
2016/1/25, 999, 500
2016/1/26, 999, 500
2016/1/27, 999, 500
2016/1/28, 999, 500
2016/1/29, 999, 500
2016/1/30, 986, 500
2016/1/31, 999, 500
2016/2/1, 999, 500
2016/2/2, 999, 500
2016/2/3, 988, 500
2016/2/4, 999, 500
2016/2/5, 978, 500
2016/2/6, 999, 500
2016/2/7, 999, 500
2016/2/8, 999, 500
2016/2/9, 986, 500
2016/2/10, 999, 500
2016/2/11, 999, 500
2016/2/12, 981, 500
2016/2/13, 999, 500
2016/2/14, 999, 500
2016/2/15, 994, 500
2016/2/16, 994, 500
2016/2/17, 999, 500
2016/2/18, 999, 500
2016/2/19, 999, 500
2016/2/20, 999, 500
2016/2/21, 999, 500
2016/2/22, 999, 500
2016/2/23, 999, 500
2016/2/24, 986, 500
2016/2/25, 999, 500
2016/2/26, 999, 500
2016/2/27, 999, 500
2016/2/28, 999, 500
2016/2/29, 999, 500
2016/3/1, 981, 500
2016/3/2, 999, 500
2016/3/3, 999, 500
2016/3/4, 999, 500
2016/3/5, 999, 500
2016/3/6, 999, 500
2016/3/7, 999, 500
2016/3/8, 999, 500
2016/3/9, 999, 500
2016/3/10, 999, 500
2016/3/11, 922, 500
2016/3/12, 963, 500
2016/3/13, 999, 500
2016/3/14, 860, 500
2016/3/15, 929, 500
2016/3/16, 928, 500
2016/3/17, 883, 500
2016/3/18, 967, 500
2016/3/19, 988, 500
2016/3/20, 986, 500
2016/3/21, 997, 500
2016/3/22, 999, 500
2016/3/23, 999, 500
2016/3/24, 999, 500
2016/3/25, 999, 500
2016/3/26, 981, 500
2016/3/27, 994, 500
2016/3/28, 888, 500
2016/3/29, 999, 500
2016/3/30, 992, 500
2016/3/31, 999, 500
2015/10/1, 803, 500
2015/10/2, 852, 500
2015/10/3, 805, 500
2015/10/4, 989, 500
2015/10/5, 970, 500
2015/10/6, 876, 500
2015/10/7, 999, 500
2015/10/8, 994, 500
2015/10/9, 999, 500
2015/10/10, 969, 500
2015/10/11, 945, 
2015/10/13, 999, 500
2015/10/14, 976, 500
2015/10/15, 876, 500
2015/10/16, 958, 500
2015/10/17, 920, 500
2015/10/18, 987, 500
2015/10/19, 990, 500
2015/10/20, 999, 500
2015/10/21, 999, 500
2015/10/22, 999, 500
2015/10/23, 889, 500
2015/10/24, 988, 500
2015/10/26, 925, 500
2015/10/27, 962, 500
2015/10/28, 913, 500
2015/10/29, 983, 500
2015/10/30, 967, 500
2015/10/31, 992, 500
2015/11/1, 986, 500
2015/11/2, 999, 500
2015/11/3, 999, 500
2015/11/4, 999, 500
2015/11/5, 992, 500
2015/11/6, 999, 500
2015/11/7, 999, 500
2015/11/8, 999, 500
2015/11/9, 971, 500
2015/11/10, 881, 500
2015/11/11, 966, 500
2015/11/12, 967, 500
2015/11/13, 999, 500
2015/11/14, 997, 500
2015/11/15, 999, 500
2015/11/16, 999, 500
2015/11/17, 980, 500
2015/11/18, 999, 500
2015/11/19, 980, 500
2015/11/20, 986, 500
2015/11/21, 999, 500
2015/11/22, 992, 500
2015/11/23, 999, 500
2015/11/24, 981, 500
2015/11/25, 999, 500
2015/11/26, 999, 500
2015/11/27, 967, 500
2015/11/28, 992, 500
2015/11/29, 999, 500
2015/11/30, 999, 500
2015/12/1, 987, 500
2015/12/2, 999, 500
2015/12/3, 999, 500
2015/12/4, 999, 500
2015/12/5, 999, 500
2015/12/6, 999, 500
2015/12/7, 999, 500
2015/12/8, 999, 500
2015/12/9, 999, 500
2015/12/10, 999, 500
2015/12/11, 999, 500
2015/12/12, 999, 500
2015/12/13, 999, 500
2015/12/14, 934, 500
2015/12/15, 963, 500
2015/12/16, 971, 500
2015/12/17, 997, 500
2015/12/18, 999, 500
2015/12/19, 999, 500
2015/12/20, 999, 500
2015/12/21, 999, 500
2015/12/22, 999, 500
2015/12/23, 960, 500
2015/12/24, 992, 500
2015/12/25, 999, 500
2015/12/26, 979, 500
2015/12/27, 943, 500
2015/12/28, 981, 500
2015/12/29, 910, 500
2015/12/30, 999, 500
2015/12/31, 999, 
2016/1/3, 999, 500
2015/7/1, 999, 500
2015/7/2, 997, 500
2015/7/3, 970, 500
2015/7/4, 999, 500
2015/7/5, 999, 500
2015/7/6, 999, 500
2015/7/7, 985, 500
2015/7/8, 999, 
2015/7/9, 999, 
2015/7/10, 999, 500
2015/7/11, 983, 500
2015/7/12, 999, 500
2015/7/13, 976, 500
2015/7/14, 906, 500
2015/7/15, 974, 500
2015/7/16, 876, 500
2015/7/17, 968, 500
2015/7/18, 970, 500
2015/7/19, 999, 500
2015/7/20, 999, 500
2015/7/21, 999, 500
2015/7/22, 920, 500
2015/7/23, 883, 500
2015/7/24, 923, 500
2015/7/25, 986, 500
2015/7/26, 999, 500
2015/7/27, 999, 500
2015/7/28, 999, 500
2015/7/29, 999, 500
2015/7/30, 972, 500
2015/7/31, 973, 500
2015/8/1, 999, 500
2015/8/2, 975, 500
2015/8/3, 999, 500
2015/8/4, 999, 500
2015/8/5, 999, 500
2015/8/6, 732, 500
2015/8/7, 906, 500
2015/8/8, 874, 500
2015/8/9, 957, 500
2015/8/10, 871, 500
2015/8/11, 949, 500
2015/8/12, 999, 500
2015/8/13, 720, 500
2015/8/14, 991, 500
2015/8/15, 999, 500
2015/8/16, 999, 500
2015/8/17, 999, 500
2015/8/18, 999, 500
2015/8/19, 856, 500
2015/8/20, 945, 500
2015/8/21, 962, 500
2015/8/22, 964, 500
2015/8/23, 902, 500
2015/8/24, 939, 500
2015/8/25, 999, 500
2015/8/26, 999, 500
2015/8/27, 979, 500
2015/8/28, 831, 500
2015/8/29, 989, 500
2015/8/30, 999, 500
2015/8/31, 978, 500
2015/9/1, 999, 500
2015/9/2, 999, 500
2015/9/3, 999, 500
2015/9/4, 999, 500
2015/9/5, 994, 500
2015/9/6, 916, 500
2015/9/7, 976, 500
2015/9/8, 999, 500
2015/9/9, 927, 500
2015/9/10, 941, 500
2015/9/11, 875, 500
2015/9/12, 870, 500
2015/9/13, 929, 500
2015/9/14, 983, 500
2015/9/15, 978, 500
2015/9/16, 999, 500
2015/9/17, 999, 500
2015/9/18, 999, 500
2015/9/19, 999, 500
2015/9/20, 881, 500
2015/9/21, 884, 500
2015/9/22, 906, 500
2015/9/23, 844, 500
2015/9/24, 999, 500
2015/9/25, 989, 500
2015/9/26, 944, 500
2015/9/27, 940, 500
2015/9/28, 965, 500
2015/9/29, 911, 500
2015/9/30, 963, 500
2015/5/27, 999, 500
2015/5/28, 999, 500
2015/5/29, 867, 500
2015/5/30, 970, 500
2015/5/31, 999, 500
2015/6/1, 716, 500
2015/6/2, 561, 500
2015/6/3, 789, 500
2015/6/4, 715, 500
2015/6/5, 845, 500
2015/6/6, 999, 500
2015/6/7, 959, 500
2015/6/8, 918, 500
2015/6/9, 986, 500
2015/6/10, 966, 500
2015/6/11, 999, 500
2015/6/12, 999, 500
2015/6/13, 917, 500
2015/6/14, 973, 500
2015/6/15, 912, 500
2015/6/16, 992, 500
2015/6/17, 948, 500
2015/6/18, 764, 500
2015/6/19, 976, 500
2015/6/20, 952, 500
2015/6/21, 967, 500
2015/6/22, 983, 500
2015/6/23, 999, 500
2015/6/24, 847, 500
2015/6/25, 923, 500
2015/6/26, 999, 500
2015/6/27, 806, 500
2015/6/28, 874, 500
2015/6/29, 949, 500
2015/6/30, 999, 500
2020/5/31, , 500
2020/5/30, , 500
2019/12/31, , 500
2019/12/1, , 500
2019/6/16, , 500
2018/12/31, , 500
2018/10/18, , 500
2018/11/24, , 500
2018/5/22, , 500
2017/9/8, , 500
2017/1/29, , 500
2017/1/31, , 500
2017/2/17, , 500
2017/2/18, , 500
2017/2/19, , 500
2017/2/20, , 500
2017/2/21, , 500
2016/6/21, , 500
2015/10/12, , 500
2015/10/25, , 500
2016/1/2, , 500
2015/4/1, , 500
2015/4/3, , 500
2015/4/4, , 500
2015/4/5, , 500
2015/4/6, , 500
2015/4/7, , 500
2015/4/8, , 500
2015/4/9, , 500
2015/4/10, , 500
2015/4/11, , 500
2015/4/12, , 500
2015/4/13, , 500
2015/4/14, , 500
2015/4/15, , 500
2015/4/16, , 500
2015/4/17, , 500
2015/4/18, , 500
2015/4/19, , 500
2015/4/20, , 500
2015/4/21, , 500
2015/4/22, , 500
2015/4/23, , 500
2015/4/24, , 500
2015/4/25, , 500
2015/4/26, , 500
2015/4/27, , 500
2015/4/28, , 500
2015/4/29, , 500
2015/4/30, , 500
2015/5/1, , 500
2015/5/2, , 500
2015/5/3, , 500
2015/5/4, , 500
2015/5/5, , 500
2015/5/6, , 500
2015/5/7, , 500
2015/5/8, , 500
2015/5/9, , 500
2015/5/10, , 500
2015/5/11, , 500
2015/5/12, , 500
2015/5/13, , 500
2015/5/14, , 500
2015/5/15, , 500
2015/5/16, , 500
2015/5/17, , 500
2015/5/18, , 500
2015/5/19, , 500
2015/5/20, , 500
2015/5/21, , 500
2015/5/22, , 500
2015/5/23, , 500
2015/5/24, , 500
2015/5/25, , 500
2015/5/26, , 500
2015/1/15, , 500
2015/1/27, , 500
2015/1/29, , 500
2015/1/30, , 500
2015/1/31, , 500
2015/2/1, , 500
2015/2/2, , 500
2015/2/3, , 500
2015/2/4, , 500
2015/2/5, , 500
2015/2/6, , 500
2015/2/7, , 500
2015/2/8, , 500
2015/2/9, , 500
2015/2/10, , 500
2015/2/11, , 500
2015/2/12, , 500
2015/2/13, , 500
2015/2/14, , 500
2015/2/15, , 500
2015/2/16, , 500
2015/2/17, , 500
2015/2/18, , 500
2015/2/19, , 500
2015/2/20, , 500
2015/2/21, , 500
2015/2/22, , 500
2015/2/23, , 500
2015/2/24, , 500
2015/2/25, , 500
2015/2/26, , 500
2015/2/27, , 500
2015/2/28, , 500
2015/3/1, , 500
2015/3/2, , 500
2015/3/3, , 500
2015/3/4, , 500
2015/3/5, , 500
2015/3/6, , 500
2015/3/7, , 500
2015/3/8, , 500
2015/3/9, , 500
2015/3/11, , 500
2015/3/12, , 500
2015/3/13, , 500
2015/3/14, , 500
2015/3/15, , 500
2015/3/16, , 500
2015/3/19, , 500
2015/3/20, , 500
2015/3/21, , 500
2015/3/22, , 500
2015/3/23, , 500
2015/3/24, , 500
2015/3/25, , 500
2015/3/26, , 500
2015/3/27, , 500
2015/3/28, , 500
2015/3/29, , 500
2015/3/30, , 500
2015/3/31, , 500
