Date,Open,High,Low,Close,Volume,Currency
2010-03-22,1546.34,1546.68,1509.56,1525.59,0,USD
2010-03-23,1527.88,1545.92,1518.29,1524.96,0,USD
2010-03-24,1526.63,1531.2,1506.17,1514.58,0,USD
2010-03-25,1513.67,1519.81,1504.6,1515.04,0,USD
2010-03-26,1515.22,1527.22,1507.36,1519.87,0,USD
2010-03-29,1522.48,1552.38,1514.6,1551.57,0,USD
2010-03-30,1551.7,1570.26,1551.51,1562.29,0,USD
2010-03-31,1562.09,1584.72,1556.02,1572.48,0,USD
2010-04-01,1572.48,1611.45,1569.6,1608.39,0,USD
2010-04-02,1608.44,1622.35,1606.24,1614.45,0,USD
2010-04-05,1614.45,1627.37,1613.02,1626.79,0,USD
2010-04-06,1626.79,1642.37,1617.95,1633.32,0,USD
2010-04-07,1633.32,1637.28,1611.13,1613.88,0,USD
2010-04-08,1613.94,1617.97,1586.57,1600.84,0,USD
2010-04-09,1600.84,1636.04,1599.63,1631.81,0,USD
2010-04-12,1631.71,1658.74,1624.52,1648.43,0,USD
2010-04-13,1648.43,1653.63,1636.32,1643.98,0,USD
2010-04-14,1643.91,1673.59,1643.55,1673.41,0,USD
2010-04-15,1673.41,1685.6,1665.18,1676.27,0,USD
2010-04-16,1676.27,1677.51,1642.45,1642.57,0,USD
2010-04-19,1642.82,1645.76,1580.34,1601.67,0,USD
2010-04-20,1601.32,1626.45,1597.81,1619.43,0,USD
2010-04-21,1619.43,1631.27,1605.77,1610.23,0,USD
2010-04-22,1610.23,1619.37,1577.88,1583.54,0,USD
2010-04-23,1583.9,1606.16,1582.66,1602.99,0,USD
2010-04-26,1604.86,1633.19,1599.93,1626.1,0,USD
2010-04-27,1626.1,1626.82,1594.28,1603.59,0,USD
2010-04-28,1603.39,1603.39,1555.24,1563.1,0,USD
2010-04-29,1563.1,1589.37,1558.02,1588.75,0,USD
2010-04-30,1587.94,1592.26,1569.07,1572.84,0,USD
2010-05-04,1572.84,1581.32,1517.62,1517.83,0,USD
2010-05-05,1517.82,1523.39,1464.65,1464.65,0,USD
2010-05-06,1482.67,1487.44,1450.47,1450.47,0,USD
2010-05-07,1450.47,1450.47,1362.47,1369.91,0,USD
2010-05-11,1371.29,1430.36,1361.31,1420.54,0,USD
2010-05-12,1420.37,1490.72,1412.86,1485.36,0,USD
2010-05-13,1485.36,1513.68,1458.84,1476.03,0,USD
2010-05-14,1475.08,1478.81,1436.06,1441.68,0,USD
2010-05-17,1441.68,1445.0,1392.78,1422.72,0,USD
2010-05-18,1422.91,1447.01,1408.66,1438.94,0,USD
2010-05-19,1438.94,1441.0,1371.74,1379.88,0,USD
2010-05-20,1379.74,1397.41,1300.91,1303.24,0,USD
2010-05-21,1303.65,1326.99,1279.19,1297.91,0,USD
2010-05-24,1297.91,1329.98,1293.21,1311.7,0,USD
2010-05-25,1314.33,1317.4,1224.73,1226.57,0,USD
2010-05-26,1227.55,1305.78,1227.4,1305.25,0,USD
2010-05-27,1304.44,1362.37,1295.43,1358.6,0,USD
2010-05-28,1358.6,1380.16,1352.35,1366.9,0,USD
2010-05-31,1366.18,1384.59,1354.71,1384.59,0,USD
2010-06-01,1384.47,1386.53,1335.34,1373.87,0,USD
2010-06-02,1373.65,1387.66,1345.67,1383.87,0,USD
2010-06-03,1383.63,1423.42,1383.63,1393.12,0,USD
2010-06-04,1390.36,1417.4,1352.29,1360.74,0,USD
2010-06-07,1359.3,1359.91,1308.75,1340.82,0,USD
2010-06-08,1336.91,1359.22,1314.11,1315.61,0,USD
2010-06-09,1315.61,1342.24,1315.61,1334.55,0,USD
2010-06-10,1334.55,1359.12,1319.79,1358.94,0,USD
2010-06-11,1358.41,1378.81,1348.53,1356.79,0,USD
2010-06-15,1356.79,1396.61,1354.19,1396.57,0,USD
2010-06-16,1395.94,1415.56,1389.35,1401.63,0,USD
2010-06-17,1401.73,1425.81,1387.13,1400.66,0,USD
2010-06-18,1400.66,1413.52,1393.06,1409.43,0,USD
2010-06-21,1410.46,1458.9,1409.0,1457.95,0,USD
2010-06-22,1457.95,1457.95,1423.53,1434.93,0,USD
2010-06-23,1434.78,1436.17,1413.25,1418.42,0,USD
2010-06-24,1418.42,1430.72,1400.16,1402.97,0,USD
