Date,Open,High,Low,Close,Volume,Currency
2010-03-22,21120.43,21120.43,20899.69,20933.25,0,HKD
2010-03-23,21070.65,21211.08,20971.56,20987.78,0,HKD
2010-03-24,21203.5,21205.5,20974.05,21008.62,0,HKD
2010-03-25,20799.05,20800.95,20659.28,20778.55,0,HKD
2010-03-26,20679.65,21126.75,20679.65,21053.11,0,HKD
2010-03-29,21148.05,21318.23,21125.91,21237.43,0,HKD
2010-03-30,21230.53,21450.98,21202.17,21374.79,0,HKD
2010-03-31,21366.62,21446.8,21230.29,21239.35,0,HKD
2010-04-01,21390.89,21547.66,21373.16,21537.0,0,HKD
2010-04-05,21537.0,21537.0,21537.0,21537.0,0,HKD
2010-04-06,21537.0,21537.0,21537.0,21537.0,0,HKD
2010-04-07,21828.35,21935.41,21747.57,21928.77,0,HKD
2010-04-08,21836.42,21949.25,21813.35,21867.04,0,HKD
2010-04-09,22014.73,22249.23,21963.78,22208.5,0,HKD
2010-04-12,22388.77,22388.77,22131.93,22138.17,0,HKD
2010-04-13,22216.11,22290.67,22008.05,22103.53,0,HKD
2010-04-14,22183.05,22192.33,22061.77,22121.43,0,HKD
2010-04-15,22265.36,22337.89,22113.21,22157.82,0,HKD
2010-04-16,22059.3,22111.99,21788.88,21865.26,0,HKD
2010-04-19,21557.78,21582.13,21283.3,21405.17,0,HKD
2010-04-20,21519.26,21647.75,21507.47,21623.38,0,HKD
2010-04-21,21732.76,21740.64,21475.98,21510.93,0,HKD
2010-04-22,21283.93,21471.11,21206.74,21454.94,0,HKD
2010-04-23,21385.16,21442.77,21232.15,21244.49,0,HKD
2010-04-26,21501.21,21617.85,21489.05,21587.06,0,HKD
2010-04-27,21341.48,21383.21,21224.05,21261.79,0,HKD
2010-04-28,20853.83,21021.67,20853.83,20949.4,0,HKD
2010-04-29,20994.37,21007.56,20763.34,20778.92,0,HKD
2010-04-30,20934.07,21121.52,20920.15,21108.59,0,HKD
2010-05-03,20799.79,20886.85,20773.97,20811.36,0,HKD
2010-05-04,20935.9,21011.95,20743.49,20763.05,0,HKD
2010-05-05,20390.12,20505.66,20293.23,20327.54,0,HKD
2010-05-06,20177.47,20303.22,19888.49,20133.41,0,HKD
2010-05-07,19699.5,20037.6,19699.5,19920.29,0,HKD
2010-05-10,20118.95,20491.95,20035.6,20426.64,0,HKD
2010-05-11,20346.54,20398.43,19977.1,20146.51,0,HKD
2010-05-12,20175.74,20237.86,20003.49,20212.49,0,HKD
2010-05-13,20411.55,20526.58,20273.99,20422.46,0,HKD
2010-05-14,20258.45,20352.8,20130.78,20145.43,0,HKD
2010-05-17,19832.03,19832.03,19593.5,19715.2,0,HKD
2010-05-18,19768.8,20013.33,19672.39,19944.94,0,HKD
2010-05-19,19552.16,19785.86,19546.22,19578.98,0,HKD
2010-05-20,19694.47,19747.16,19276.46,19545.83,0,HKD
2010-05-24,19470.28,19757.44,19470.28,19667.76,0,HKD
2010-05-25,19317.24,19328.36,18974.52,18985.5,0,HKD
2010-05-26,19177.34,19242.06,19047.7,19196.45,0,HKD
2010-05-27,19015.89,19555.78,18971.52,19431.37,0,HKD
2010-05-28,19816.39,19910.06,19710.86,19766.71,0,HKD
2010-05-31,19705.53,19823.99,19629.83,19765.19,0,HKD
2010-06-01,19600.57,19805.6,19463.35,19496.95,0,HKD
2010-06-02,19651.55,19656.22,19372.13,19471.8,0,HKD
2010-06-03,19822.89,19859.8,19744.32,19786.71,0,HKD
2010-06-04,19765.25,19841.68,19658.66,19780.07,0,HKD
2010-06-07,19211.67,19389.91,19211.67,19378.15,0,HKD
2010-06-08,19459.74,19510.09,19333.1,19487.48,0,HKD
2010-06-09,19488.2,19792.28,19383.89,19621.24,0,HKD
2010-06-10,19517.61,19729.15,19517.61,19632.7,0,HKD
2010-06-11,19995.64,19995.64,19834.23,19872.38,0,HKD
2010-06-14,20102.55,20102.55,20024.04,20051.91,0,HKD
2010-06-15,19998.53,20142.1,19970.91,20062.15,0,HKD
2010-06-17,20201.81,20201.81,20078.59,20138.4,0,HKD
